Symbol,Name,Country,IPO Year,Volume,Sector,Industry
levi,Levi Strauss & Co Class A,United States,2019,1116480,Consumer Non-Durables,Apparel
lft,Lument Finance Trust Inc.,United States,2013,56109,Consumer Services,Real Estate Investment Trusts
lh,Laboratory Corporation of America Holdings,United States,NA,423946,Health Care,Medical Specialities
lhx,L3Harris Technologies Inc.,United States,NA,797220,Capital Goods,Industrial Machinery/Components
lii,Lennox International Inc.,United States,1999,240769,Capital Goods,Industrial Machinery/Components
ll,Lumber Liquidators Holdings Inc,United States,2007,293031,Consumer Services,RETAIL: Building Materials
lly,Eli Lilly and Company,United States,NA,3406065,Health Care,Major Pharmaceuticals
lmnd,Lemonade Inc.,United States,2020,1161225,Finance,Property-Casualty Insurers
lmt,Lockheed Martin Corporation,United States,NA,976794,Capital Goods,Military/Government/Technical
lnc,Lincoln National Corporation,United States,NA,1044422,Finance,Life Insurance
lnn,Lindsay Corporation,United States,NA,78987,Capital Goods,Industrial Machinery/Components
lokb,Live Oak Acquisition Corp. II Class A,NA,2021,381209,Finance,Business Services
lpg,Dorian LPG Ltd.,NA,2014,509536,Transportation,Marine Transportation
lpi,Laredo Petroleum Inc.,United States,2011,600597,Energy,Oil & Gas Production
lpx,Louisiana-Pacific Corporation,United States,NA,1195717,Basic Industries,Forest Products
lrn,Stride Inc.,United States,NA,1149539,Consumer Services,Other Consumer Services
lsi,Life Storage Inc.,United States,NA,533816,Consumer Services,Real Estate Investment Trusts
ltc,LTC Properties Inc.,United States,NA,144038,Consumer Services,Real Estate Investment Trusts
lthm,Livent Corporation,United States,2018,2178491,Basic Industries,Major Chemicals
lub,Luby's Inc.,United States,NA,58120,Consumer Services,Restaurants
lumn,Lumen Technologies Inc.,United States,NA,8530053,Public Utilities,Telecommunications Equipment
luv,Southwest Airlines Company,United States,NA,4318543,Transportation,Air Freight/Delivery Services
lvs,Las Vegas Sands Corp.,United States,2004,3936883,Consumer Services,Hotels/Resorts
lw,Lamb Weston Holdings Inc.,NA,2016,2575150,Consumer Non-Durables,Packaged Foods
lxu,LSB Industries Inc.,United States,NA,92580,Basic Industries,Major Chemicals
lyv,Live Nation Entertainment Inc.,United States,NA,1283282,Consumer Services,Services-Misc. Amusement & Recreation
lzb,La-Z-Boy Incorporated,United States,NA,233946,Consumer Durables,Home Furnishings
ma,Mastercard Incorporated,United States,2006,2958269,Miscellaneous,Business Services
maa,Mid-America Apartment Communities Inc.,United States,1994,639356,Consumer Services,Real Estate Investment Trusts
mas,Masco Corporation,United States,NA,2362416,Capital Goods,Industrial Specialties
matx,Matson Inc.,United States,NA,852536,Consumer Services,Marine Transportation
mbi,MBIA Inc.,United States,1987,304704,Finance,Property-Casualty Insurers
mc,Moelis & Company Class A,NA,2014,428251,Finance,Investment Managers
mcb,Metropolitan Bank Holding Corp.,NA,2017,42193,Finance,Major Banks
mcd,McDonald's Corporation,United States,NA,2550406,Consumer Services,Restaurants
mck,McKesson Corporation,United States,NA,683861,Health Care,Other Pharmaceuticals
mco,Moody's Corporation,United States,NA,508485,Finance,Finance: Consumer Services
mcs,Marcus Corporation (The),United States,NA,322841,Consumer Services,Movies/Entertainment
mcy,Mercury General Corporation,United States,NA,286161,Finance,Property-Casualty Insurers
md,Mednax Inc.,United States,NA,529408,Health Care,Hospital/Nursing Management
mdc,M.D.C. Holdings Inc.,United States,NA,342493,Capital Goods,Homebuilding
mdh,MDH Acquisition Corp. Class A,NA,2004,17096,Finance,Business Services
mdla,Medallia Inc.,United States,2019,1127597,Technology,Computer Software: Programming Data Processing
mdly,Medley Management Inc. Class A,United States,2014,268006,Finance,Investment Managers
mdp,Meredith Corporation,United States,NA,249733,Consumer Services,Newspapers/Magazines
mdu,MDU Resources Group Inc. (Holding Company),United States,NA,1989312,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
mec,Mayville Engineering Company Inc.,NA,2019,53606,Capital Goods,Industrial Specialties
med,MEDIFAST INC,United States,NA,98466,Consumer Non-Durables,Packaged Foods
meg,Montrose Environmental Group Inc.,United States,2020,149077,Consumer Services,Professional Services
mei,Methode Electronics Inc.,United States,NA,250192,Capital Goods,Electrical Products
met,MetLife Inc.,United States,2000,4367652,Finance,Life Insurance
mfc,Manulife Financial Corporation,Canada,NA,1846929,Finance,Life Insurance
mg,Mistras Group Inc,United States,2009,266086,Consumer Services,Military/Government/Technical
mga,Magna International Inc.,Canada,NA,675965,Capital Goods,Auto Parts:O.E.M.
mgm,MGM Resorts International,United States,NA,6763176,Consumer Services,Hotels/Resorts
mgy,Magnolia Oil & Gas Corporation Class A,United States,2017,1406228,Energy,Oil & Gas Production
mhk,Mohawk Industries Inc.,United States,NA,399587,Consumer Durables,Home Furnishings
mho,M/I Homes Inc.,United States,1993,220390,Capital Goods,Homebuilding
mic,Macquarie Infrastructure Corporation,United States,2004,691462,Energy,Oil Refining/Marketing
mit,Mason Industrial Technology Inc. Class A,NA,2021,1921,Finance,Business Services
mkc,McCormick & Company Incorporated,United States,NA,1205356,Consumer Non-Durables,Packaged Foods
mkl,Markel Corporation,United States,1986,38803,Finance,Property-Casualty Insurers
mli,Mueller Industries Inc.,United States,NA,201113,Capital Goods,Metal Fabrications
mlm,Martin Marietta Materials Inc.,United States,1994,444729,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
mlp,Maui Land & Pineapple Company Inc.,United States,NA,16538,Finance,Real Estate
mlr,Miller Industries Inc.,United States,NA,61658,Capital Goods,Construction/Ag Equipment/Trucks
mmc,Marsh & McLennan Companies Inc.,United States,NA,1334551,Finance,Specialty Insurers
mmi,Marcus & Millichap Inc.,NA,2013,138358,Finance,Real Estate
mmm,3M Company,United States,NA,1501428,Health Care,Medical/Dental Instruments
mms,Maximus Inc.,United States,1997,232843,Miscellaneous,Business Services
mn,Manning & Napier Inc. Class A,United States,2011,13701,Finance,Investment Managers
mnr,Monmouth Real Estate Investment Corporation Class A,United States,NA,209963,Consumer Services,Real Estate Investment Trusts
mnrl,Brigham Minerals Inc. Class A,NA,2019,228397,Energy,Oil & Gas Production
mod,Modine Manufacturing Company,United States,NA,256932,Capital Goods,Auto Parts:O.E.M.
modn,Model N Inc.,United States,2013,188578,Technology,Computer Software: Programming Data Processing
moh,Molina Healthcare Inc,United States,2003,230553,Health Care,Medical Specialities
mos,Mosaic Company (The),United States,NA,3704499,Basic Industries,Agricultural Chemicals
mov,Movado Group Inc.,United States,NA,160936,Consumer Non-Durables,Consumer Specialties
mp,MP Materials Corp.,NA,2020,3810292,Basic Industries,Precious Metals
mpc,Marathon Petroleum Corporation,United States,NA,3850349,Energy,Integrated oil Companies
mpln,MultiPlan Corporation Class A,NA,2020,2990965,Miscellaneous,Business Services
mpv,Barings Participation Investors,United States,1988,8774,Consumer Services,Miscellaneous
mpx,Marine Products Corporation,United States,NA,15642,Capital Goods,Marine Transportation
mrc,MRC Global Inc.,United States,2012,426698,Capital Goods,Industrial Machinery/Components
mrk,Merck & Company Inc. (new),United States,NA,8556611,Health Care,Major Pharmaceuticals
mro,Marathon Oil Corporation,United States,NA,18915639,Energy,Oil & Gas Production
ms,Morgan Stanley,United States,NA,8312336,Finance,Investment Bankers/Brokers/Service
msa,MSA Safety Incorporated,United States,NA,126581,Health Care,Industrial Specialties
msb,Mesabi Trust,United States,NA,39024,Basic Industries,Precious Metals
msci,MSCI Inc,United States,NA,190056,Miscellaneous,Business Services
msge,Madison Square Garden Entertainment Corp. Class A,NA,2020,504179,Consumer Services,Services-Misc. Amusement & Recreation
msgn,MSG Networks Inc.,United States,NA,1577612,Consumer Services,Television Services
msgs,Madison Square Garden Sports Corp. Class A (New),United States,2015,160510,Consumer Services,Services-Misc. Amusement & Recreation
msi,Motorola Solutions Inc.,United States,NA,617378,Technology,Radio And Television Broadcasting And Communications Equipment
msm,MSC Industrial Direct Company Inc.,United States,1995,1027858,Capital Goods,Industrial Machinery/Components
msp,Datto Holding Corp.,United States,2020,265900,Technology,Computer Software: Prepackaged Software
mtb,M&T Bank Corporation,United States,NA,577057,Finance,Major Banks
mtd,Mettler-Toledo International Inc.,Switzerland,1997,63789,Capital Goods,Biotechnology: Laboratory Analytical Instruments
mtdr,Matador Resources Company,United States,2012,1325525,Energy,Oil & Gas Production
mtg,MGIC Investment Corporation,United States,1991,1847151,Finance,Property-Casualty Insurers
mth,Meritage Homes Corporation,United States,NA,275481,Capital Goods,Homebuilding
mtn,Vail Resorts Inc.,United States,1997,247451,Consumer Services,Services-Misc. Amusement & Recreation
mtor,Meritor Inc.,United States,NA,386216,Capital Goods,Auto Parts:O.E.M.
mtr,Mesa Royalty Trust,United States,NA,8018,Energy,Oil & Gas Production
mtw,Manitowoc Company Inc. (The),United States,NA,351888,Capital Goods,Construction/Ag Equipment/Trucks
mtx,Minerals Technologies Inc.,United States,1992,126485,Basic Industries,Major Chemicals
mtz,MasTec Inc.,United States,NA,521710,Basic Industries,Water Supply
mufg,Mitsubishi UFJ Financial Group Inc.,Japan,NA,962990,Finance,Commercial Banks
mur,Murphy Oil Corporation,United States,NA,3021274,Energy,Oil & Gas Production
musa,Murphy USA Inc.,United States,2013,170805,Consumer Durables,Automotive Aftermarket
mux,McEwen Mining Inc.,Canada,NA,1548224,Basic Industries,Precious Metals
mwa,MUELLER WATER PRODUCTS,United States,2006,622672,Capital Goods,Metal Fabrications
mx,Magnachip Semiconductor Corporation,Luxembourg,2011,1293427,Technology,Semiconductors
mxl,MaxLinear Inc.,United States,2010,387668,Technology,Semiconductors
mye,Myers Industries Inc.,United States,NA,103092,Consumer Non-Durables,Plastic Products
napa,The Duckhorn Portfolio Inc.,NA,2021,611806,Consumer Non-Durables,Beverages (Production/Distribution)
nat,Nordic American Tankers Limited,Bermuda,NA,3898653,Consumer Services,Marine Transportation
nav,Navistar International Corporation,United States,NA,266061,Capital Goods,Auto Manufacturing
nbhc,National Bank Holdings Corporation,United States,2012,227412,Finance,Major Banks
nc,NACCO Industries Inc.,United States,NA,19779,Consumer Durables,Consumer Electronics/Appliances
ncr,NCR Corporation,United States,NA,1264181,Miscellaneous,Office Equipment/Supplies/Services
nee,NextEra Energy Inc.,United States,NA,6760659,Public Utilities,Electric Utilities: Central
neti,Eneti Inc.,Monaco,2013,35473,Transportation,Marine Transportation
neu,NewMarket Corp,United States,NA,28358,Basic Industries,Major Chemicals
newr,New Relic Inc.,United States,2014,406402,Technology,Computer Software: Prepackaged Software
nex,NexTier Oilfield Solutions Inc.,United States,2017,1028226,Energy,Oilfield Services/Equipment
nfg,National Fuel Gas Company,United States,NA,250081,Public Utilities,Oil/Gas Transmission
nga,Northern Genesis Acquisition Corp.,United States,2020,767641,Finance,Business Services
ngab,Northern Genesis Acquisition Corp. II,NA,2021,209834,Finance,Business Services
ngs,Natural Gas Services Group Inc.,United States,2002,24568,Energy,Oilfield Services/Equipment
ngvc,Natural Grocers by Vitamin Cottage Inc.,United States,2012,67307,Consumer Services,Food Chains
ngvt,Ingevity Corporation,NA,2016,175744,Basic Industries,Major Chemicals
nhi,National Health Investors Inc.,United States,NA,194445,Consumer Services,Real Estate Investment Trusts
ni,NiSource Inc,United States,NA,2015818,Public Utilities,Power Generation
nine,Nine Energy Service Inc.,United States,2018,44884,Energy,Oilfield Services/Equipment
njr,NewJersey Resources Corporation,United States,NA,458356,Public Utilities,Oil/Gas Transmission
nke,Nike Inc.,United States,NA,6644758,Consumer Non-Durables,Shoe Manufacturing
nl,NL Industries Inc.,United States,NA,38718,Basic Industries,Major Chemicals
nls,Nautilus Inc.,United States,NA,552380,Consumer Non-Durables,Recreational Products/Toys
nly,Annaly Capital Management Inc,United States,NA,10950523,Consumer Services,Real Estate Investment Trusts
nm,Navios Maritime Holdings Inc.,Monaco,NA,244681,Transportation,Marine Transportation
nni,Nelnet Inc.,United States,2003,63430,Finance,Finance: Consumer Services
nnn,National Retail Properties,United States,NA,1039387,Consumer Services,Real Estate Investment Trusts
noc,Northrop Grumman Corporation,United States,NA,932950,Capital Goods,Industrial Machinery/Components
nov,NOV Inc.,United States,NA,3720898,Energy,Metal Fabrications
nova,Sunnova Energy International Inc.,United States,2019,1572076,Public Utilities,Power Generation
np,Neenah Inc.,United States,NA,145702,Basic Industries,Paper
npk,National Presto Industries Inc.,United States,NA,22786,Capital Goods,Ordnance And Accessories
nptn,NeoPhotonics Corporation,United States,2011,463305,Technology,Semiconductors
nr,Newpark Resources Inc.,United States,NA,431612,Energy,Metal Fabrications
nref,NexPoint Real Estate Finance Inc.,NA,2020,43115,Consumer Services,Real Estate Investment Trusts
nrg,NRG Energy Inc.,United States,NA,2215723,Public Utilities,Electric Utilities: Central
nrt,North European Oil Royality Trust,United States,NA,50589,Energy,Oil & Gas Production
nrz,New Residential Investment Corp.,United States,NA,3199924,Consumer Services,Real Estate Investment Trusts
nsc,Norfolk Southern Corporation,United States,NA,976573,Transportation,Railroads
nsh,NavSight Holdings Inc. Class A,NA,2020,251364,Finance,Business Services
nsp,Insperity Inc.,United States,NA,144131,Technology,Professional Services
ntp,Nam Tai Property Inc.,China,NA,34249,Finance,Real Estate
ntst,NetSTREIT Corp.,United States,2020,603905,Consumer Services,Real Estate Investment Trusts
nue,Nucor Corporation,United States,NA,2290927,Basic Industries,Steel/Iron Ore
nus,Nu Skin Enterprises Inc.,United States,1996,428725,Health Care,Other Pharmaceuticals
nvo,Novo Nordisk A/S,Denmark,NA,807659,Health Care,Major Pharmaceuticals
nvr,NVR Inc.,United States,NA,19451,Capital Goods,Homebuilding
nvro,Nevro Corp.,United States,2014,334083,Health Care,Medical/Dental Instruments
nvs,Novartis AG,Switzerland,NA,2140481,Health Care,Major Pharmaceuticals
nvst,Envista Holdings Corporation,NA,2019,13574125,Health Care,Medical/Dental Instruments
nvta,Invitae Corporation,United States,2015,4125018,Health Care,Medical Specialities
nwhm,New Home Company Inc. (The),NA,2014,20994,Capital Goods,Homebuilding
nwn,Northwest Natural Holding Company,United States,NA,121022,Public Utilities,Oil/Gas Transmission
nx,Quanex Building Products Corporation,United States,NA,187960,Capital Goods,Metal Fabrications
nxrt,NexPoint Residential Trust Inc.,United States,2015,79521,Consumer Services,Real Estate Investment Trusts
nxu,Novus Capital Corporation II Class A,NA,2021,1719,Finance,Business Services
nyc,New York City REIT Inc. Class A,NA,2020,11757,Consumer Services,Real Estate Investment Trusts
nycb,New York Community Bancorp Inc.,United States,NA,2858841,Finance,Banks
nyt,New York Times Company (The),United States,NA,1204195,Consumer Services,Newspapers/Magazines
oc,Owens Corning Inc New,United States,NA,999454,Capital Goods,Industrial Machinery/Components
oca,Omnichannel Acquisition Corp. Class A,NA,2021,165933,Finance,Business Services
ocn,Ocwen Financial Corporation NEW,United States,NA,33741,Finance,Finance: Consumer Services
odc,Oil-Dri Corporation Of America,United States,NA,15169,Consumer Durables,Miscellaneous manufacturing industries
ofc,Corporate Office Properties Trust,United States,NA,660358,Consumer Services,Real Estate Investment Trusts
ofg,OFG Bancorp,Puerto Rico,NA,168883,Finance,Major Banks
oge,OGE Energy Corp,United States,NA,888549,Public Utilities,Electric Utilities: Central
ogs,ONE Gas Inc.,NA,2014,172710,Public Utilities,Oil/Gas Transmission
ohi,Omega Healthcare Investors Inc.,United States,1992,1576138,Consumer Services,Real Estate Investment Trusts
oi,O-I Glass Inc.,United States,NA,945004,Consumer Durables,Containers/Packaging
oii,Oceaneering International Inc.,United States,NA,679686,Energy,Oilfield Services/Equipment
ois,Oil States International Inc.,United States,2001,665263,Energy,Metal Fabrications
oke,ONEOK Inc.,United States,NA,2493551,Public Utilities,Oil & Gas Production
oln,Olin Corporation,United States,NA,1136254,Basic Industries,Major Chemicals
olo,Olo Inc. Class A,NA,2021,503126,Miscellaneous,Business Services
olp,One Liberty Properties Inc.,United States,NA,66556,Consumer Services,Real Estate Investment Trusts
omc,Omnicom Group Inc.,United States,NA,1324116,Technology,Advertising
omf,OneMain Holdings Inc.,NA,2013,581603,Finance,Finance: Consumer Services
omi,Owens & Minor Inc.,United States,NA,693761,Health Care,Medical Specialities
ontf,ON24 Inc.,NA,2021,161914,Technology,Computer Software: Prepackaged Software
ooma,Ooma Inc.,NA,2015,84008,Technology,EDP Services
opy,Oppenheimer Holdings Inc. Class A (DE),United States,NA,66758,Finance,Investment Bankers/Brokers/Service
ora,Ormat Technologies Inc.,United States,2004,647578,Public Utilities,Electric Utilities: Central
orc,Orchid Island Capital Inc.,United States,2013,1387046,Consumer Services,Real Estate Investment Trusts
orcl,Oracle Corporation,United States,1986,12355756,Technology,Computer Software: Prepackaged Software
ori,Old Republic International Corporation,United States,NA,3028287,Finance,Property-Casualty Insurers
oscr,Oscar Health Inc. Class A,NA,2021,912148,Health Care,Medical Specialities
osg,Overseas Shipholding Group Inc. Class A,United States,2015,911708,Transportation,Marine Transportation
osh,Oak Street Health Inc.,United States,2020,641874,Health Care,Medical/Nursing Services
otis,Otis Worldwide Corporation,NA,2020,7225736,Energy,Consumer Electronics/Appliances
oust,Ouster Inc.,United States,2020,33761082,Capital Goods,Industrial Machinery/Components
oxm,Oxford Industries Inc.,United States,NA,67344,Consumer Non-Durables,Apparel
oxy,Occidental Petroleum Corporation,United States,NA,14344119,Energy,Oil & Gas Production
pag,Penske Automotive Group Inc.,United States,NA,178200,Consumer Durables,Automotive Aftermarket
panw,Palo Alto Networks Inc.,United States,2012,928553,Technology,Computer peripheral equipment
par,PAR Technology Corporation,United States,NA,148838,Miscellaneous,Office Equipment/Supplies/Services
parr,Par Pacific Holdings Inc.,United States,NA,264863,Energy,Oil & Gas Production
payc,Paycom Software Inc.,NA,2014,310795,Technology,Computer Software: Prepackaged Software
pb,Prosperity Bancshares Inc.,United States,NA,211285,Finance,Major Banks
pbf,PBF Energy Inc. Class A,United States,2012,2108755,Energy,Integrated oil Companies
pbh,Prestige Consumer Healthcare Inc.,United States,2005,238792,Health Care,Major Pharmaceuticals
pbi,Pitney Bowes Inc.,United States,NA,1335756,Miscellaneous,Office Equipment/Supplies/Services
pbr,Petroleo Brasileiro S.A.- Petrobras,Brazil,NA,27146325,Energy,Oil & Gas Production
pbt,Permian Basin Royalty Trust,United States,NA,120937,Energy,Oil & Gas Production
pcg,Pacific Gas & Electric Co.,United States,NA,9199700,Public Utilities,Power Generation
pcpc,Periphas Capital Partnering Corporation Class A,NA,2021,8235,Finance,Business Services
pd,PagerDuty Inc.,NA,2019,947807,Technology,Computer Software: Prepackaged Software
pdm,Piedmont Office Realty Trust Inc. Class A,United States,NA,555855,Consumer Services,Building operators
pds,Precision Drilling Corporation,Canada,NA,105410,Energy,Oil & Gas Production
peg,Public Service Enterprise Group Incorporated,United States,NA,1648762,Public Utilities,Power Generation
pei,Pennsylvania Real Estate Investment Trust,United States,NA,534157,Consumer Services,Real Estate Investment Trusts
pen,Penumbra Inc.,NA,2015,135791,Health Care,Medical/Dental Instruments
pfe,Pfizer Inc.,United States,NA,21911213,Health Care,Major Pharmaceuticals
pfgc,Performance Food Group Company,United States,2015,492354,Consumer Non-Durables,Food Distributors
pfs,Provident Financial Services Inc,United States,2003,336146,Finance,Savings Institutions
pfsi,PennyMac Financial Services Inc.,United States,2013,581635,Finance,Finance: Consumer Services
pg,Procter & Gamble Company (The),United States,NA,10244484,Basic Industries,Package Goods/Cosmetics
pgr,Progressive Corporation (The),United States,NA,2146566,Finance,Property-Casualty Insurers
pgre,Paramount Group Inc.,United States,2014,2629440,Consumer Services,Real Estate Investment Trusts
ph,Parker-Hannifin Corporation,United States,NA,609980,Capital Goods,Metal Fabrications
phm,PulteGroup Inc.,United States,NA,2081178,Capital Goods,Homebuilding
phr,Phreesia Inc.,United States,2019,898436,Miscellaneous,Business Services
phx,PHX Minerals Inc.,United States,NA,42940,Energy,Oil & Gas Production
picc,Pivotal Investment Corporation III Class A,NA,2021,1015,Finance,Business Services
pii,Polaris Inc.,United States,NA,500671,Capital Goods,Industrial Specialties
pine,Alpine Income Property Trust Inc.,United States,2019,69472,Consumer Services,Real Estate Investment Trusts
ping,Ping Identity Holding Corp.,United States,2019,777928,Technology,Computer Software: Prepackaged Software
pins,Pinterest Inc. Class A,NA,2019,9857499,Technology,Computer Software: Programming Data Processing
pipp,Pine Island Acquisition Corp. Class A,United States,2021,160519,Finance,Business Services
pipr,Piper Sandler Companies,United States,NA,54233,Finance,Investment Bankers/Brokers/Service
pjt,PJT Partners Inc. Class A,United States,2015,137727,Finance,Investment Managers
pk,Park Hotels & Resorts Inc.,United States,2016,2216557,Consumer Services,Hotels/Resorts
pke,Park Aerospace Corp.,United States,NA,106141,Capital Goods,Military/Government/Technical
pkg,Packaging Corporation of America,United States,2000,522383,Consumer Durables,Containers/Packaging
pki,PerkinElmer Inc.,United States,NA,651597,Capital Goods,Biotechnology: Laboratory Analytical Instruments
pkx,POSCO,South Korea,1994,192553,Basic Industries,Steel/Iron Ore
plan,Anaplan Inc.,United States,2018,1200486,Technology,Computer Software: Prepackaged Software
pld,Prologis Inc.,United States,NA,3400526,Consumer Services,Real Estate Investment Trusts
plnt,Planet Fitness Inc.,United States,2015,888529,Consumer Services,Hotels/Resorts
plow,Douglas Dynamics Inc.,United States,2010,108613,Capital Goods,Construction/Ag Equipment/Trucks
plt,Plantronics Inc.,United States,1994,327921,Public Utilities,Telecommunications Equipment
pltr,Palantir Technologies Inc. Class A,NA,2020,32553859,Technology,Computer Software: Prepackaged Software
plym,Plymouth Industrial REIT Inc.,United States,2017,110293,Consumer Services,Real Estate Investment Trusts
pm,Philip Morris International Inc,United States,NA,3354644,Consumer Non-Durables,Farming/Seeds/Milling
pmvc,PMV Consumer Acquisition Corp. Class A,United States,2020,559,Finance,Business Services
pnc,PNC Financial Services Group Inc. (The),United States,NA,1951370,Finance,Major Banks
pnm,PNM Resources Inc. (Holding Co.),United States,NA,471229,Public Utilities,Electric Utilities: Central
pnw,Pinnacle West Capital Corporation,United States,NA,735575,Public Utilities,Electric Utilities: Central
por,Portland General Electric Co,United States,NA,362023,Public Utilities,Electric Utilities: Central
ppg,PPG Industries Inc.,United States,NA,2148663,Basic Industries,Paints/Coatings
pqg,PQ Group Holdings Inc.,United States,2017,151731,Basic Industries,Major Chemicals
pra,ProAssurance Corporation,United States,NA,153804,Finance,Property-Casualty Insurers
prg,PROG Holdings Inc.,United States,NA,673354,Technology,Diversified Commercial Services
pri,Primerica Inc.,United States,2010,86235,Finance,Life Insurance
prmw,Primo Water Corporation,Canada,NA,406900,Consumer Non-Durables,Beverages (Production/Distribution)
prsp,Perspecta Inc.,NA,2018,2482962,Technology,EDP Services
prty,Party City Holdco Inc.,United States,2015,1360655,Consumer Services,Other Specialty Stores
pru,Prudential Financial Inc.,United States,2001,1644710,Finance,Life Insurance
psb,PS Business Parks Inc.,United States,NA,69919,Consumer Services,Real Estate Investment Trusts
psn,Parsons Corporation,NA,2019,511720,Technology,EDP Services
pso,Pearson Plc,United Kingdom,NA,142173,Consumer Services,Books
pstg,Pure Storage Inc. Class A,NA,2015,2495225,Technology,Electronic Components
psth,Pershing Square Tontine Holdings Ltd. Class A,NA,2020,979739,Finance,Business Services
pstl,Postal Realty Trust Inc. Class A,NA,2019,51554,Consumer Services,Real Estate Investment Trusts
psx,Phillips 66,United States,NA,2705716,Energy,Integrated oil Companies
ptr,PetroChina Company Limited,China,NA,194273,Energy,Oil & Gas Production
puk,Prudential Public Limited Company,United Kingdom,NA,137922,Finance,Life Insurance
pvh,PVH Corp.,United States,NA,610157,Consumer Non-Durables,Apparel
pwr,Quanta Services Inc.,United States,NA,1562764,Capital Goods,Engineering & Construction
pxd,Pioneer Natural Resources Company,United States,NA,1901187,Energy,Oil & Gas Production
pzn,Pzena Investment Management Inc Class A,United States,2007,110275,Finance,Investment Managers
qfta,Quantum FinTech Acquisition Corporation,NA,2021,959,Finance,Business Services
qs,QuantumScape Corporation Class A,United States,2020,9259115,Miscellaneous,Industrial Machinery/Components
qts,QTS Realty Trust Inc. Class A,United States,2013,254441,Consumer Services,Real Estate Investment Trusts
qtwo,Q2 Holdings Inc.,NA,2014,582149,Technology,Computer Software: Prepackaged Software
quad,Quad Graphics Inc Class A,United States,NA,352200,Miscellaneous,Publishing
quot,Quotient Technology Inc.,NA,2014,376112,Consumer Services,Advertising
r,Ryder System Inc.,United States,NA,364672,Consumer Services,Rental/Leasing Companies
rad,Rite Aid Corporation,United States,NA,1020467,Health Care,Medical/Nursing Services
ramp,LiveRamp Holdings Inc.,United States,2018,352782,Technology,EDP Services
rba,Ritchie Bros. Auctioneers Incorporated,Canada,NA,576727,Miscellaneous,Business Services
rbc,Regal Beloit Corporation,United States,NA,260808,Consumer Durables,Metal Fabrications
rblx,Roblox Corporation Class A,NA,2021,4411706,Technology,Computer Software: Prepackaged Software
rc,Ready Capital Corproation,United States,2013,383916,Consumer Services,Real Estate Investment Trusts
rci,Rogers Communication Inc.,Canada,NA,489244,Consumer Services,Television Services
rcl,D/B/A Royal Caribbean Cruises Ltd.,United States,1993,5524385,Consumer Services,Marine Transportation
rcus,Arcus Biosciences Inc.,NA,2018,261187,Health Care,Major Pharmaceuticals
rdn,Radian Group Inc.,United States,NA,733186,Finance,Property-Casualty Insurers
rdy,Dr. Reddy's Laboratories Ltd,India,NA,159791,Health Care,Major Pharmaceuticals
res,RPC Inc.,United States,NA,512535,Energy,Oilfield Services/Equipment
rev,Revlon Inc. New,United States,1996,131932,Consumer Non-Durables,Package Goods/Cosmetics
revg,REV Group Inc.,United States,2017,187991,Capital Goods,Auto Manufacturing
rexr,Rexford Industrial Realty Inc.,United States,2013,649641,Consumer Services,Real Estate Investment Trusts
rezi,Resideo Technologies Inc.,NA,2018,520101,Capital Goods,Wholesale Distributors
rf,Regions Financial Corporation,United States,NA,4962180,Finance,Major Banks
rfl,Rafael Holdings Inc. Class B,United States,2018,36774,Finance,Real Estate
rfp,Resolute Forest Products Inc.,Canada,NA,391382,Basic Industries,Paper
rga,Reinsurance Group of America Incorporated,United States,NA,234626,Finance,Life Insurance
rgr,Sturm Ruger & Company Inc.,United States,NA,344133,Capital Goods,Ordnance And Accessories
rgs,Regis Corporation,United States,1991,192751,Consumer Services,Other Consumer Services
rh,RH,United States,2012,419593,Consumer Services,Other Specialty Stores
rhi,Robert Half International Inc.,United States,NA,816633,Technology,Professional Services
rice,Rice Acquisition Corp. Class A,United States,2020,24807,Finance,Business Services
rig,Transocean Ltd (Switzerland),Switzerland,NA,8879786,Energy,Oil & Gas Production
rio,Rio Tinto Plc,Australia,2002,2070355,Basic Industries,Precious Metals
rjf,Raymond James Financial Inc.,United States,NA,567380,Finance,Investment Bankers/Brokers/Service
rkt,Rocket Companies Inc. Class A,United States,2020,6636684,Finance,Finance: Consumer Services
rl,Ralph Lauren Corporation,United States,1997,663259,Consumer Non-Durables,Apparel
rlgy,Realogy Holdings Corp.,United States,2012,802222,Finance,Real Estate
rli,RLI Corp. (DE),United States,NA,78453,Finance,Property-Casualty Insurers
rm,Regional Management Corp.,United States,2012,34318,Finance,Finance: Consumer Services
rmax,RE/MAX Holdings Inc. Class A,NA,2013,50812,Finance,Real Estate
rmd,ResMed Inc.,United States,NA,637185,Health Care,Medical/Dental Instruments
rmo,Romeo Power Inc. Class A,NA,2019,50022323,Capital Goods,Auto Parts:O.E.M.
rng,RingCentral Inc. Class A,NA,2013,800729,Technology,EDP Services
rngr,Ranger Energy Services Inc. Class A,United States,2017,7703,Energy,Oilfield Services/Equipment
rnr,RenaissanceRe Holdings Ltd.,Bermuda,NA,637152,Finance,Property-Casualty Insurers
rog,Rogers Corporation,United States,NA,34158,Basic Industries,Major Chemicals
rok,Rockwell Automation Inc.,United States,NA,647828,Capital Goods,Industrial Machinery/Components
rol,Rollins Inc.,United States,NA,857784,Finance,Diversified Commercial Services
