Symbol,Name,Country,IPO Year,Volume,Sector,Industry
GFX,Golden Falcon Acquisition Corp. Class A,NA,2021,4667,Finance,Business Services
GGB,Gerdau S.A.,Brazil,NA,33109068,Capital Goods,Steel/Iron Ore
GGG,Graco Inc.,United States,NA,560849,Capital Goods,Fluid Controls
GHC,Graham Holdings Company,United States,NA,27293,Consumer Services,Other Consumer Services
GHL,Greenhill & Co. Inc.,United States,2004,139431,Finance,Investment Bankers/Brokers/Service
GHLD,Guild Holdings Company Class A,NA,2020,6092,Finance,Finance: Consumer Services
GHM,Graham Corporation,United States,NA,40359,Technology,Industrial Machinery/Components
GIB,CGI Inc.,Canada,NA,117798,Consumer Services,Professional Services
GIK,GigCapital3 Inc.,NA,2020,731016,Capital Goods,Auto Manufacturing
GIL,Gildan Activewear Inc. Class A Sub. Vot.,Canada,1998,405759,Consumer Non-Durables,Apparel
GIS,General Mills Inc.,United States,NA,3845671,Consumer Non-Durables,Packaged Foods
GIX,GigCapital2 Inc.,NA,2019,44035,Finance,Business Services
GKOS,Glaukos Corporation,United States,2015,281971,Health Care,Medical/Dental Instruments
GLT,Glatfelter Corporation,United States,NA,118167,Basic Industries,Paper
GLW,Corning Incorporated,United States,NA,3444415,Basic Industries,Telecommunications Equipment
GM,General Motors Company,United States,2010,17136765,Capital Goods,Auto Manufacturing
GME,GameStop Corporation,United States,2002,4749261,Consumer Services,Electronics Distribution
GMED,Globus Medical Inc. Class A,United States,2012,527752,Health Care,Medical/Dental Instruments
GMRE,Global Medical REIT Inc.,NA,2016,285203,Consumer Services,Real Estate Investment Trusts
GMS,GMS Inc.,United States,2016,221717,Consumer Services,RETAIL: Building Materials
GNE,Genie Energy Ltd. Class B Stock,United States,2011,49630,Public Utilities,Power Generation
GNL,Global Net Lease Inc.,United States,2015,472726,Consumer Services,Real Estate Investment Trusts
GNRC,Generac Holdlings Inc.,United States,2010,566236,Consumer Durables,Metal Fabrications
GNW,Genworth Financial Inc,United States,2004,10261087,Finance,Life Insurance
GOAC,GO Acquisition Corp. Class A,NA,2020,80487,Finance,Business Services
GPC,Genuine Parts Company,United States,NA,529782,Capital Goods,Automotive Aftermarket
GPI,Group 1 Automotive Inc.,United States,1997,109099,Consumer Durables,Automotive Aftermarket
GPMT,Granite Point Mortgage Trust Inc.,NA,2017,283380,Consumer Services,Real Estate Investment Trusts
GPN,Global Payments Inc.,United States,NA,976994,Miscellaneous,Business Services
GPS,Gap Inc. (The),United States,NA,3867004,Consumer Services,Clothing/Shoe/Accessory Stores
GPX,GP Strategies Corporation,United States,NA,99041,Consumer Services,Other Consumer Services
GRA,W.R. Grace & Co.,United States,NA,624058,Basic Industries,Major Chemicals
GRC,Gorman-Rupp Company (The),United States,NA,52011,Capital Goods,Fluid Controls
GRUB,GrubHub Inc.,NA,2014,945244,Miscellaneous,Business Services
GS,Goldman Sachs Group Inc. (The),United States,1999,2154532,Finance,Investment Bankers/Brokers/Service
GSAH,GS Acquisition Holdings Corp II Class A,United States,2020,1048163,Finance,Business Services
GSK,GlaxoSmithKline PLC,United Kingdom,NA,3762943,Health Care,Major Pharmaceuticals
GTLS,Chart Industries Inc.,United States,2006,309069,Capital Goods,Metal Fabrications
GTN,Gray Television Inc.,United States,NA,556000,Consumer Services,Broadcasting
GTS,Triple-S Management Corporation Class B,United States,2007,70109,Finance,Accident &Health Insurance
GTT,GTT Communications Inc.,United States,NA,1202205,Public Utilities,Telecommunications Equipment
GTY,Getty Realty Corporation,United States,NA,192261,Finance,Real Estate
GVA,Granite Construction Incorporated,United States,NA,294594,Basic Industries,Military/Government/Technical
GWB,Great Western Bancorp Inc.,United States,2014,404293,Finance,Major Banks
GWRE,Guidewire Software Inc.,United States,2012,340629,Technology,Computer Software: Prepackaged Software
GWW,W.W. Grainger Inc.,United States,NA,269933,Consumer Services,Office Equipment/Supplies/Services
H,Hyatt Hotels Corporation Class A,United States,2009,359621,Consumer Services,Hotels/Resorts
HAE,Haemonetics Corporation,United States,1991,400074,Health Care,Medical/Dental Instruments
HAL,Halliburton Company,United States,NA,5874396,Energy,Oilfield Services/Equipment
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc.,United States,2013,385971,Consumer Services,Real Estate Investment Trusts
HAYW,Hayward Holdings Inc.,NA,2021,567447,Technology,Industrial Machinery/Components
HBB,Hamilton Beach Brands Holding Company Class A,NA,2017,48863,Consumer Durables,Home Furnishings
HBI,Hanesbrands Inc.,United States,NA,2971515,Consumer Services,Clothing/Shoe/Accessory Stores
HCA,HCA Healthcare Inc.,United States,2011,1583171,Health Care,Hospital/Nursing Management
HCC,Warrior Met Coal Inc.,United States,2017,679098,Energy,Coal Mining
HCHC,HC2 Holdings Inc.,United States,NA,262278,Capital Goods,Metal Fabrications
HCI,HCI Group Inc.,United States,NA,36372,Finance,Property-Casualty Insurers
HD,Home Depot Inc. (The),United States,NA,3796049,Consumer Services,RETAIL: Building Materials
HDB,HDFC Bank Limited,India,2001,1108540,Finance,Commercial Banks
HEI,Heico Corporation,United States,NA,159643,Capital Goods,Aerospace
HEP,Holly Energy Partners L.P.,United States,2004,167878,Energy,Natural Gas Distribution
HES,Hess Corporation,United States,NA,1972633,Energy,Integrated oil Companies
HFC,HollyFrontier Corporation,United States,NA,1282364,Energy,Integrated oil Companies
HGV,Hilton Grand Vacations Inc.,NA,2016,380982,Consumer Services,Hotels/Resorts
HHC,Howard Hughes Corporation (The),United States,NA,244533,Consumer Services,Real Estate Investment Trusts
HIG,Hartford Financial Services Group Inc. (The),United States,NA,1691902,Finance,Property-Casualty Insurers
HII,Huntington Ingalls Industries Inc.,United States,NA,289348,Capital Goods,Marine Transportation
HIL,Hill International Inc.,United States,2018,70573,Consumer Services,Military/Government/Technical
HIMS,Hims & Hers Health Inc. Class A,NA,2019,1877248,Health Care,Medical/Nursing Services
HIW,Highwoods Properties Inc.,United States,1994,531528,Consumer Services,Real Estate Investment Trusts
HL,Hecla Mining Company,United States,NA,4366281,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HLF,Herbalife Nutrition Ltd.,Cayman Islands,2004,436649,Health Care,Other Pharmaceuticals
HLI,Houlihan Lokey Inc. Class A,United States,2015,273595,Finance,Investment Managers
HLT,Hilton Worldwide Holdings Inc.,NA,2016,1803837,Consumer Services,Hotels/Resorts
HLX,Helix Energy Solutions Group Inc.,United States,NA,1487013,Energy,Oilfield Services/Equipment
HMC,Honda Motor Company Ltd.,Japan,NA,1169041,Capital Goods,Auto Manufacturing
HMN,Horace Mann Educators Corporation,United States,1991,287982,Finance,Property-Casualty Insurers
HNGR,Hanger Inc.,United States,2018,143763,Health Care,Medical Specialities
HNI,HNI Corporation,United States,NA,242672,Consumer Durables,Office Equipment/Supplies/Services
HNP,Huaneng Power Intl,China,1994,24822,Public Utilities,Electric Utilities: Central
HOG,Harley-Davidson Inc.,United States,NA,938123,Consumer Non-Durables,Motor Vehicles
HON,Honeywell International Inc.,United States,NA,1717184,Capital Goods,Aerospace
HOV,Hovnanian Enterprises Inc. Class A,United States,NA,91473,Capital Goods,Homebuilding
HP,Helmerich & Payne Inc.,United States,NA,1061226,Energy,Oil & Gas Production
HPE,Hewlett Packard Enterprise Company,United States,2015,7076653,Technology,Retail: Computer Software & Peripheral Equipment
HPP,Hudson Pacific Properties Inc.,United States,2010,1069810,Finance,Real Estate
HPQ,HP Inc.,United States,NA,6836818,Technology,Computer Manufacturing
HR,Healthcare Realty Trust Incorporated,United States,1993,1269026,Consumer Services,Real Estate Investment Trusts
HRB,H&R Block Inc.,United States,NA,1246791,Consumer Services,Other Consumer Services
HRC,Hill-Rom Holdings Inc,United States,NA,217865,Health Care,Medical/Dental Instruments
HRL,Hormel Foods Corporation,United States,NA,1462250,Consumer Non-Durables,Meat/Poultry/Fish
HRTG,Heritage Insurance Holdings Inc.,NA,2014,126422,Finance,Property-Casualty Insurers
HSBC,HSBC Holdings plc.,United Kingdom,NA,2142211,Finance,Savings Institutions
HSC,Harsco Corporation,United States,NA,271061,Consumer Services,Diversified Commercial Services
HSY,The Hershey Company,United States,NA,771819,Consumer Non-Durables,Specialty Foods
HTA,Healthcare Trust of America Inc. Class A,United States,NA,1286913,Consumer Services,Real Estate Investment Trusts
HUBB,Hubbell Inc,United States,2015,244528,Capital Goods,Electrical Products
HUBS,HubSpot Inc.,United States,2014,284424,Technology,Computer Software: Prepackaged Software
HUM,Humana Inc.,United States,NA,554776,Health Care,Medical Specialities
HUN,Huntsman Corporation,United States,2005,2184861,Basic Industries,Major Chemicals
HVT,Haverty Furniture Companies Inc.,United States,NA,132803,Consumer Services,Other Specialty Stores
HWM,Howmet Aerospace Inc.,United States,NA,2676386,Capital Goods,Metal Fabrications
HXL,Hexcel Corporation,United States,NA,414931,Basic Industries,Major Chemicals
HY,Hyster-Yale Materials Handling Inc. Class A,United States,NA,24417,Capital Goods,Construction/Ag Equipment/Trucks
HYLN,Hyliion Holdings Corp. Class A,NA,2019,19053717,Capital Goods,Construction/Ag Equipment/Trucks
HZO,MarineMax Inc.  (FL),United States,1998,623689,Consumer Services,Other Specialty Stores
IAA,IAA Inc.,NA,2019,1887669,Consumer Durables,Automotive Aftermarket
IBA,Industrias Bachoco S.A.B. de C.V.,Mexico,1997,2761,Consumer Non-Durables,Meat/Poultry/Fish
IBM,International Business Machines Corporation,United States,NA,2975946,Technology,Computer Manufacturing
IBN,ICICI Bank Limited,India,NA,5429044,Finance,Commercial Banks
IBP,Installed Building Products Inc.,NA,2014,137146,Basic Industries,Homebuilding
ICD,Independence Contract Drilling Inc.,NA,2014,102238,Energy,Oil & Gas Production
ICE,Intercontinental Exchange Inc.,United States,2005,2436069,Finance,Investment Bankers/Brokers/Service
IDA,IDACORP Inc.,United States,NA,298930,Public Utilities,Electric Utilities: Central
IDT,IDT Corporation Class B,United States,NA,88588,Public Utilities,Telecommunications Equipment
IEX,IDEX Corporation,United States,1989,263875,Capital Goods,Fluid Controls
IFF,Internationa Flavors & Fragrances Inc.,United States,NA,954352,Basic Industries,Major Chemicals
IHC,Independence Holding Company,United States,NA,2616,Finance,Life Insurance
IIIN,Insteel Industries Inc.,United States,NA,86378,Capital Goods,Steel/Iron Ore
IIPR,Innovative Industrial Properties Inc.,United States,2016,210653,Finance,Real Estate
IMAX,Imax Corporation,Canada,NA,407548,Miscellaneous,Industrial Machinery/Components
ING,ING Group N.V.,Netherlands,1997,6548121,Finance,Commercial Banks
INGR,Ingredion Incorporated,United States,NA,257481,Consumer Non-Durables,Packaged Foods
INN,Summit Hotel Properties Inc.,United States,2011,440965,Consumer Services,Real Estate Investment Trusts
INSP,Inspire Medical Systems Inc.,United States,1998,116478,Health Care,Medical/Dental Instruments
INSW,International Seaways Inc.,NA,2016,248216,Consumer Services,Marine Transportation
INT,World Fuel Services Corporation,United States,NA,358944,Energy,Oil Refining/Marketing
INVH,Invitation Homes Inc.,United States,2017,4002171,Finance,Real Estate
IO,Ion Geophysical Corporation,United States,NA,29907713,Energy,Oil & Gas Production
IP,International Paper Company,United States,NA,2155653,Basic Industries,Paper
IPG,Interpublic Group of Companies Inc. (The),United States,NA,2752042,Technology,Advertising
IPI,Intrepid Potash Inc,United States,2008,144188,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
IQV,IQVIA Holdings Inc.,United States,2013,639707,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IR,Ingersoll Rand Inc.,United States,2017,1494150,Technology,Industrial Machinery/Components
IRS,IRSA Inversiones Y Representaciones S.A.,Argentina,NA,43075,Consumer Services,Homebuilding
IRT,Independence Realty Trust Inc.,United States,2013,364761,Consumer Services,Real Estate Investment Trusts
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of no par value),Chile,NA,9517,Finance,Commercial Banks
ITGR,Integer Holdings Corporation,United States,NA,114788,Miscellaneous,Industrial Machinery/Components
ITT,ITT Inc.,United States,2011,626535,Capital Goods,Fluid Controls
ITW,Illinois Tool Works Inc.,United States,NA,1095752,Technology,Industrial Machinery/Components
IVC,Invacare Corporation,United States,NA,324051,Health Care,Industrial Specialties
IVR,INVESCO MORTGAGE CAPITAL INC,United States,2009,5130105,Consumer Services,Real Estate Investment Trusts
IVZ,Invesco Ltd,United States,NA,2280658,Finance,Investment Managers
IX,Orix Corp Ads,Japan,NA,23934,Finance,Diversified Financial Services
J,Jacobs Engineering Group Inc.,United States,NA,554459,Basic Industries,Military/Government/Technical
JAX,J. Alexander's Holdings Inc.,NA,2015,31279,Consumer Services,Restaurants
JBL,Jabil Inc.,United States,1993,895541,Technology,Electrical Products
JBT,John Bean Technologies Corporation,United States,NA,106535,Technology,Industrial Machinery/Components
JEF,Jefferies Financial Group Inc.,United States,NA,2548466,Finance,Investment Bankers/Brokers/Service
JELD,JELD-WEN Holding Inc.,United States,2017,259676,Basic Industries,Forest Products
JIH,Juniper Industrial Holdings Inc. Class A,NA,2019,126906,Finance,Business Services
JILL,J. Jill Inc.,NA,2017,380699,Consumer Non-Durables,Apparel
JLL,Jones Lang LaSalle Incorporated,United States,NA,213635,Finance,Real Estate
JNJ,Johnson & Johnson,United States,NA,4605925,Health Care,Major Pharmaceuticals
JNPR,Juniper Networks Inc.,United States,1999,2573883,Technology,Computer Communications Equipment
JOE,St. Joe Company (The),United States,NA,157189,Consumer Services,Homebuilding
JPM,JP Morgan Chase & Co.,United States,NA,16894153,Finance,Major Banks
JWN,Nordstrom Inc.,United States,NA,1643666,Consumer Services,Clothing/Shoe/Accessory Stores
K,Kellogg Company,United States,NA,1749069,Consumer Non-Durables,Packaged Foods
KAI,Kadant Inc,United States,NA,35364,Technology,Industrial Machinery/Components
KAMN,Kaman Corporation,United States,NA,177500,Capital Goods,Military/Government/Technical
KAR,KAR Auction Services Inc,United States,2009,1475275,Consumer Durables,Automotive Aftermarket
KBH,KB Home,United States,1986,1023030,Capital Goods,Homebuilding
KBR,KBR Inc.,United States,2006,1120135,Basic Industries,Military/Government/Technical
KEP,Korea Electric Power Corporation,South Korea,1994,154895,Public Utilities,Electric Utilities: Central
KEX,Kirby Corporation,United States,NA,486654,Consumer Services,Marine Transportation
KEYS,Keysight Technologies Inc.,United States,2014,680785,Capital Goods,Industrial Machinery/Components
KFS,Kingsway Financial Services Inc. (DE),Canada,NA,12079,Finance,Property-Casualty Insurers
KFY,Korn Ferry,United States,1999,223394,Technology,Diversified Commercial Services
KGC,Kinross Gold Corporation,Canada,NA,9287853,Basic Industries,Precious Metals
KIM,Kimco Realty Corporation,United States,NA,2360103,Consumer Services,Real Estate Investment Trusts
KKR,KKR & Co. Inc.,United States,NA,1683671,Finance,Investment Managers
KMB,Kimberly-Clark Corporation,United States,NA,1498401,Consumer Durables,Containers/Packaging
KMI,Kinder Morgan Inc.,United States,2011,11087597,Public Utilities,Natural Gas Distribution
KMT,Kennametal Inc.,United States,NA,561032,Capital Goods,Industrial Machinery/Components
KN,Knowles Corporation,NA,2014,357805,Consumer Non-Durables,Consumer Electronics/Appliances
KNL,Knoll Inc.,United States,2004,143447,Consumer Durables,Office Equipment/Supplies/Services
KO,Coca-Cola Company (The),United States,NA,10060963,Consumer Non-Durables,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Koppers Holdings Inc.,United States,2006,95938,Basic Industries,Forest Products
KR,Kroger Company (The),United States,NA,11802169,Consumer Services,Food Chains
KRA,Kraton Corporation,United States,2009,198063,Basic Industries,Major Chemicals
KRC,Kilroy Realty Corporation,United States,1997,657896,Consumer Services,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc.,United States,2017,352735,Consumer Services,Real Estate Investment Trusts
KRG,Kite Realty Group Trust,United States,2004,498647,Consumer Services,Real Estate Investment Trusts
KRO,Kronos Worldwide Inc,United States,NA,104749,Basic Industries,Major Chemicals
KSS,Kohl's Corporation,United States,1992,2900094,Consumer Services,Department/Specialty Retail Stores
KSU,Kansas City Southern,United States,NA,459119,Transportation,Railroads
KT,KT Corporation,South Korea,NA,547342,Public Utilities,Telecommunications Equipment
KTB,Kontoor Brands Inc.,NA,2019,585741,Consumer Non-Durables,Apparel
KW,Kennedy-Wilson Holdings Inc.,United States,NA,388830,Finance,Real Estate
KWAC,Kingswood Acquisition Corp. Class A,NA,2021,3679,Finance,Business Services
KWR,Quaker Chemical Corporation,United States,NA,75711,Basic Industries,Major Chemicals
LAD,Lithia Motors Inc.,United States,NA,255619,Consumer Durables,Automotive Aftermarket
LADR,Ladder Capital Corp Class A,NA,2014,498019,Consumer Services,Real Estate Investment Trusts
LAZ,Lazard LTD. Lazard LTD. Class A,Bermuda,2005,835321,Finance,Investment Managers
LBRT,Liberty Oilfield Services Inc. Class A,United States,2018,657710,Energy,Oilfield Services/Equipment
LC,LendingClub Corporation,United States,2014,4774613,Finance,Finance: Consumer Services
LCI,Lannett Co Inc,United States,NA,461413,Health Care,Major Pharmaceuticals
LDI,loanDepot Inc. Class A,NA,2021,565514,Finance,Finance: Consumer Services
LDL,Lydall Inc.,United States,NA,108336,Capital Goods,Auto Parts:O.E.M.
LDOS,Leidos Holdings Inc.,United States,NA,488650,Technology,EDP Services
LEA,Lear Corporation,United States,NA,302005,Capital Goods,Auto Parts:O.E.M.
LEAF,Leaf Group Ltd.,United States,NA,2513297,Technology,EDP Services
LEE,Lee Enterprises Incorporated,United States,NA,62876,Consumer Services,Newspapers/Magazines
LEG,Leggett & Platt Incorporated,United States,NA,776863,Consumer Durables,Home Furnishings
LEN,Lennar Corporation Class A,United States,NA,1847899,Basic Industries,Homebuilding
LEVI,Levi Strauss & Co Class A,United States,2019,1116480,Consumer Non-Durables,Apparel
LFT,Lument Finance Trust Inc.,United States,2013,56109,Consumer Services,Real Estate Investment Trusts
LH,Laboratory Corporation of America Holdings,United States,NA,423946,Health Care,Medical Specialities
LHX,L3Harris Technologies Inc.,United States,NA,797220,Capital Goods,Industrial Machinery/Components
LII,Lennox International Inc.,United States,1999,240769,Capital Goods,Industrial Machinery/Components
LL,Lumber Liquidators Holdings Inc,United States,2007,293031,Consumer Services,RETAIL: Building Materials
LLY,Eli Lilly and Company,United States,NA,3406065,Health Care,Major Pharmaceuticals
LMND,Lemonade Inc.,United States,2020,1161225,Finance,Property-Casualty Insurers
LMT,Lockheed Martin Corporation,United States,NA,976794,Capital Goods,Military/Government/Technical
LNC,Lincoln National Corporation,United States,NA,1044422,Finance,Life Insurance
LNN,Lindsay Corporation,United States,NA,78987,Capital Goods,Industrial Machinery/Components
LOKB,Live Oak Acquisition Corp. II Class A,NA,2021,381209,Finance,Business Services
LPG,Dorian LPG Ltd.,NA,2014,509536,Transportation,Marine Transportation
LPI,Laredo Petroleum Inc.,United States,2011,600597,Energy,Oil & Gas Production
LPX,Louisiana-Pacific Corporation,United States,NA,1195717,Basic Industries,Forest Products
LRN,Stride Inc.,United States,NA,1149539,Consumer Services,Other Consumer Services
LSI,Life Storage Inc.,United States,NA,533816,Consumer Services,Real Estate Investment Trusts
LTC,LTC Properties Inc.,United States,NA,144038,Consumer Services,Real Estate Investment Trusts
LTHM,Livent Corporation,United States,2018,2178491,Basic Industries,Major Chemicals
LUB,Luby's Inc.,United States,NA,58120,Consumer Services,Restaurants
LUMN,Lumen Technologies Inc.,United States,NA,8530053,Public Utilities,Telecommunications Equipment
LUV,Southwest Airlines Company,United States,NA,4318543,Transportation,Air Freight/Delivery Services
LVS,Las Vegas Sands Corp.,United States,2004,3936883,Consumer Services,Hotels/Resorts
LW,Lamb Weston Holdings Inc.,NA,2016,2575150,Consumer Non-Durables,Packaged Foods
LXU,LSB Industries Inc.,United States,NA,92580,Basic Industries,Major Chemicals
LYV,Live Nation Entertainment Inc.,United States,NA,1283282,Consumer Services,Services-Misc. Amusement & Recreation
LZB,La-Z-Boy Incorporated,United States,NA,233946,Consumer Durables,Home Furnishings
MA,Mastercard Incorporated,United States,2006,2958269,Miscellaneous,Business Services
MAA,Mid-America Apartment Communities Inc.,United States,1994,639356,Consumer Services,Real Estate Investment Trusts
MAS,Masco Corporation,United States,NA,2362416,Capital Goods,Industrial Specialties
MATX,Matson Inc.,United States,NA,852536,Consumer Services,Marine Transportation
MBI,MBIA Inc.,United States,1987,304704,Finance,Property-Casualty Insurers
MC,Moelis & Company Class A,NA,2014,428251,Finance,Investment Managers
MCB,Metropolitan Bank Holding Corp.,NA,2017,42193,Finance,Major Banks
MCD,McDonald's Corporation,United States,NA,2550406,Consumer Services,Restaurants
MCK,McKesson Corporation,United States,NA,683861,Health Care,Other Pharmaceuticals
MCO,Moody's Corporation,United States,NA,508485,Finance,Finance: Consumer Services
MCS,Marcus Corporation (The),United States,NA,322841,Consumer Services,Movies/Entertainment
MCY,Mercury General Corporation,United States,NA,286161,Finance,Property-Casualty Insurers
MD,Mednax Inc.,United States,NA,529408,Health Care,Hospital/Nursing Management
MDC,M.D.C. Holdings Inc.,United States,NA,342493,Capital Goods,Homebuilding
MDH,MDH Acquisition Corp. Class A,NA,2004,17096,Finance,Business Services
MDLA,Medallia Inc.,United States,2019,1127597,Technology,Computer Software: Programming Data Processing
MDLY,Medley Management Inc. Class A,United States,2014,268006,Finance,Investment Managers
MDP,Meredith Corporation,United States,NA,249733,Consumer Services,Newspapers/Magazines
MDU,MDU Resources Group Inc. (Holding Company),United States,NA,1989312,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MEC,Mayville Engineering Company Inc.,NA,2019,53606,Capital Goods,Industrial Specialties
MED,MEDIFAST INC,United States,NA,98466,Consumer Non-Durables,Packaged Foods
MEG,Montrose Environmental Group Inc.,United States,2020,149077,Consumer Services,Professional Services
MEI,Methode Electronics Inc.,United States,NA,250192,Capital Goods,Electrical Products
MET,MetLife Inc.,United States,2000,4367652,Finance,Life Insurance
MFC,Manulife Financial Corporation,Canada,NA,1846929,Finance,Life Insurance
MG,Mistras Group Inc,United States,2009,266086,Consumer Services,Military/Government/Technical
MGA,Magna International Inc.,Canada,NA,675965,Capital Goods,Auto Parts:O.E.M.
MGM,MGM Resorts International,United States,NA,6763176,Consumer Services,Hotels/Resorts
MGY,Magnolia Oil & Gas Corporation Class A,United States,2017,1406228,Energy,Oil & Gas Production
MHK,Mohawk Industries Inc.,United States,NA,399587,Consumer Durables,Home Furnishings
MHO,M/I Homes Inc.,United States,1993,220390,Capital Goods,Homebuilding
MIC,Macquarie Infrastructure Corporation,United States,2004,691462,Energy,Oil Refining/Marketing
MIT,Mason Industrial Technology Inc. Class A,NA,2021,1921,Finance,Business Services
MKC,McCormick & Company Incorporated,United States,NA,1205356,Consumer Non-Durables,Packaged Foods
MKL,Markel Corporation,United States,1986,38803,Finance,Property-Casualty Insurers
MLI,Mueller Industries Inc.,United States,NA,201113,Capital Goods,Metal Fabrications
MLM,Martin Marietta Materials Inc.,United States,1994,444729,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLP,Maui Land & Pineapple Company Inc.,United States,NA,16538,Finance,Real Estate
MLR,Miller Industries Inc.,United States,NA,61658,Capital Goods,Construction/Ag Equipment/Trucks
MMC,Marsh & McLennan Companies Inc.,United States,NA,1334551,Finance,Specialty Insurers
MMI,Marcus & Millichap Inc.,NA,2013,138358,Finance,Real Estate
MMM,3M Company,United States,NA,1501428,Health Care,Medical/Dental Instruments
MMS,Maximus Inc.,United States,1997,232843,Miscellaneous,Business Services
MN,Manning & Napier Inc. Class A,United States,2011,13701,Finance,Investment Managers
MNR,Monmouth Real Estate Investment Corporation Class A,United States,NA,209963,Consumer Services,Real Estate Investment Trusts
MNRL,Brigham Minerals Inc. Class A,NA,2019,228397,Energy,Oil & Gas Production
MOD,Modine Manufacturing Company,United States,NA,256932,Capital Goods,Auto Parts:O.E.M.
MODN,Model N Inc.,United States,2013,188578,Technology,Computer Software: Programming Data Processing
MOH,Molina Healthcare Inc,United States,2003,230553,Health Care,Medical Specialities
MOS,Mosaic Company (The),United States,NA,3704499,Basic Industries,Agricultural Chemicals
MOV,Movado Group Inc.,United States,NA,160936,Consumer Non-Durables,Consumer Specialties
MP,MP Materials Corp.,NA,2020,3810292,Basic Industries,Precious Metals
MPC,Marathon Petroleum Corporation,United States,NA,3850349,Energy,Integrated oil Companies
MPLN,MultiPlan Corporation Class A,NA,2020,2990965,Miscellaneous,Business Services
MPV,Barings Participation Investors,United States,1988,8774,Consumer Services,Miscellaneous
MPX,Marine Products Corporation,United States,NA,15642,Capital Goods,Marine Transportation
MRC,MRC Global Inc.,United States,2012,426698,Capital Goods,Industrial Machinery/Components
MRK,Merck & Company Inc. (new),United States,NA,8556611,Health Care,Major Pharmaceuticals
MRO,Marathon Oil Corporation,United States,NA,18915639,Energy,Oil & Gas Production
MS,Morgan Stanley,United States,NA,8312336,Finance,Investment Bankers/Brokers/Service
MSA,MSA Safety Incorporated,United States,NA,126581,Health Care,Industrial Specialties
MSB,Mesabi Trust,United States,NA,39024,Basic Industries,Precious Metals
MSCI,MSCI Inc,United States,NA,190056,Miscellaneous,Business Services
MSGE,Madison Square Garden Entertainment Corp. Class A,NA,2020,504179,Consumer Services,Services-Misc. Amusement & Recreation
MSGN,MSG Networks Inc.,United States,NA,1577612,Consumer Services,Television Services
MSGS,Madison Square Garden Sports Corp. Class A (New),United States,2015,160510,Consumer Services,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc.,United States,NA,617378,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc.,United States,1995,1027858,Capital Goods,Industrial Machinery/Components
MSP,Datto Holding Corp.,United States,2020,265900,Technology,Computer Software: Prepackaged Software
MTB,M&T Bank Corporation,United States,NA,577057,Finance,Major Banks
MTD,Mettler-Toledo International Inc.,Switzerland,1997,63789,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company,United States,2012,1325525,Energy,Oil & Gas Production
MTG,MGIC Investment Corporation,United States,1991,1847151,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation,United States,NA,275481,Capital Goods,Homebuilding
MTN,Vail Resorts Inc.,United States,1997,247451,Consumer Services,Services-Misc. Amusement & Recreation
MTOR,Meritor Inc.,United States,NA,386216,Capital Goods,Auto Parts:O.E.M.
MTR,Mesa Royalty Trust,United States,NA,8018,Energy,Oil & Gas Production
MTW,Manitowoc Company Inc. (The),United States,NA,351888,Capital Goods,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc.,United States,1992,126485,Basic Industries,Major Chemicals
MTZ,MasTec Inc.,United States,NA,521710,Basic Industries,Water Supply
MUFG,Mitsubishi UFJ Financial Group Inc.,Japan,NA,962990,Finance,Commercial Banks
MUR,Murphy Oil Corporation,United States,NA,3021274,Energy,Oil & Gas Production
MUSA,Murphy USA Inc.,United States,2013,170805,Consumer Durables,Automotive Aftermarket
MUX,McEwen Mining Inc.,Canada,NA,1548224,Basic Industries,Precious Metals
MWA,MUELLER WATER PRODUCTS,United States,2006,622672,Capital Goods,Metal Fabrications
MX,Magnachip Semiconductor Corporation,Luxembourg,2011,1293427,Technology,Semiconductors
MXL,MaxLinear Inc.,United States,2010,387668,Technology,Semiconductors
MYE,Myers Industries Inc.,United States,NA,103092,Consumer Non-Durables,Plastic Products
NAPA,The Duckhorn Portfolio Inc.,NA,2021,611806,Consumer Non-Durables,Beverages (Production/Distribution)
NAT,Nordic American Tankers Limited,Bermuda,NA,3898653,Consumer Services,Marine Transportation
NAV,Navistar International Corporation,United States,NA,266061,Capital Goods,Auto Manufacturing
NBHC,National Bank Holdings Corporation,United States,2012,227412,Finance,Major Banks
NC,NACCO Industries Inc.,United States,NA,19779,Consumer Durables,Consumer Electronics/Appliances
NCR,NCR Corporation,United States,NA,1264181,Miscellaneous,Office Equipment/Supplies/Services
